STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1262;19991002;   10;   4.7;   1.4;   10;   0.5;   6;    4.700;   0;   4.3;  12.5;  957.90;   14.4;   78.00;   20.8;    8.5;    6.4;eor
       1262;19991003;   10;  12.3;   2.5;   10;  11.7;   6;    0.400;   0;   7.7;  11.8;  959.30;   10.2;   91.00;   15.9;    8.5;    9.4;eor
       1262;19991004;   10;   9.1;   2.9;   10;   0.0;   6;    3.900;   0;   5.3;   9.4;  962.10;    9.6;   79.00;   15.0;    6.7;    6.3;eor
       1262;19991005;   10;   7.6;   3.3;   10;   0.3;   6;    1.800;   0;   7.0;   8.6;  968.70;    8.2;   79.00;   11.3;    6.3;    4.9;eor
       1262;19991006;   10;   9.4;   3.1;   10;   0.5;   8;    0.200;   0;   7.3;   9.3;  973.20;    8.2;   85.00;   10.7;    6.4;    5.0;eor
       1262;19991007;   10;   5.6;   1.7;   10;   0.0;   0;    4.300;   0;   4.3;   8.5;  975.90;    6.1;   86.00;   12.5;    3.6;    3.7;eor
       1262;19991008;   10;   9.5;   2.9;   10;   0.9;   6;    5.900;   0;   7.0;   9.2;  973.40;    9.2;   82.00;   13.6;    0.5;   -1.6;eor
       1262;19991009;   10;  14.1;   6.3;   10;   0.1;   6;    1.700;   0;   7.3;  11.1;  971.50;   12.4;   77.00;   15.1;    9.2;    8.2;eor
       1262;19991010;   10;   9.3;   4.1;   10;   0.0;   6;    0.000;   0;   7.7;  12.8;  973.50;   12.6;   87.00;   14.4;   10.9;    9.8;eor
       1262;19991011;   10;   5.9;   2.0;   10;   0.0;   0;    4.000;   0;   6.3;  12.1;  974.30;   12.4;   82.00;   16.9;   10.8;   10.7;eor
       1262;19991012;   10;   5.1;   1.6;   10;   0.0;   6;    2.100;   0;   4.7;  11.6;  974.90;   10.0;   89.00;   16.2;    7.0;    7.1;eor
       1262;19991013;   10;   5.4;   1.4;   10;   0.0;   0;    0.800;   0;   7.7;  10.7;  974.20;    9.2;   92.00;   13.6;    3.5;    3.0;eor
       1262;19991014;   10;   6.7;   2.3;   10;   0.0;   0;    4.100;   0;   5.7;   9.5;  972.20;    8.4;   85.00;   13.6;    5.8;    3.7;eor
       1262;19991015;   10;   9.7;   1.5;   10;   0.0;   0;    3.900;   0;   3.0;   8.8;  969.70;    6.4;   88.00;   13.4;    3.3;    1.9;eor
       1262;19991016;   10;   6.2;   2.1;   10;   0.0;   0;    9.800;   0;   0.7;   6.7;  969.50;    4.4;   80.00;   10.9;    0.6;   -3.0;eor
       1262;19991017;   10;  10.2;   3.8;   10;   0.0;   0;    9.900;   0;   0.7;   5.8;  969.70;    2.6;   78.00;    8.9;   -1.3;   -4.4;eor
       1262;19991018;   10;  13.5;   5.4;   10;   0.0;   0;    9.800;   0;   0.3;   5.5;  965.10;    3.2;   72.00;    8.4;   -1.8;   -4.4;eor
       1262;19991019;   10;  11.2;   4.9;   10;   0.0;   0;    9.600;   0;   1.7;   5.1;  960.50;    2.6;   70.00;    8.7;   -1.8;   -5.0;eor
       1262;19991020;   10;   9.4;   4.0;   10;   0.0;   6;    6.400;   0;   3.3;   6.4;  959.10;    5.6;   70.00;   10.4;    0.4;   -1.8;eor
       1262;19991021;   10;  10.2;   3.9;   10;   0.0;   0;    1.800;   0;   6.7;   8.6;  953.00;    7.6;   81.00;   12.3;    3.3;    1.9;eor
       1262;19991022;   10;   8.2;   2.3;   10;   0.0;   0;    7.300;   0;   4.3;   9.6;  954.90;    8.0;   89.00;   15.2;    2.3;    0.8;eor
       1262;19991023;   10;   5.6;   1.3;   10;   0.0;   6;    0.000;   0;   7.0;  10.3;  954.20;    7.5;  100.00;   10.2;    2.7;    0.0;eor
       1262;19991024;   10;   9.8;   2.4;   10;   0.0;   6;    0.000;   0;   7.3;  11.3;  949.70;    8.9;   99.00;   12.6;    1.5;    0.4;eor
       1262;19991025;   10;  10.3;   2.1;   10;   1.1;   6;    2.300;   0;   7.3;  11.2;  955.10;   10.4;   91.00;   14.3;    4.6;    1.6;eor
       1262;19991026;   10;  10.7;   2.3;   10;   0.0;   6;    6.100;   0;   3.3;  11.7;  966.60;   12.6;   80.00;   18.3;    8.7;    7.4;eor
       1262;19991027;   10;   9.0;   2.8;   10;   0.0;   0;    8.900;   0;   2.7;   9.5;  975.30;    8.6;   83.00;   15.7;    5.2;    3.8;eor
       1262;19991028;   10;   3.2;   0.9;   10;  17.5;   6;    6.700;   0;   5.3;  10.6;  973.80;   10.4;   86.00;   18.2;   -1.4;   -3.1;eor
       1262;19991029;   10;   8.1;   1.9;   10;   0.0;   0;    0.000;   0;   7.3;  14.5;  974.70;   12.3;  100.00;   13.9;   11.0;   10.4;eor
       1262;19991030;   10;   8.3;   2.5;   10;   0.4;   6;    3.700;   0;   7.3;  13.7;  965.80;   11.5;   98.00;   15.7;    9.4;    9.6;eor
       1262;19991031;   10;  14.6;   4.2;   10;   0.0;   6;    7.100;   0;   3.0;  10.5;  973.00;    9.4;   81.00;   14.8;    4.6;    7.5;eor
       1262;19991101;   10;   4.9;   1.4;   10;   0.0;   0;    8.700;   0;   3.7;  10.0;  971.30;    8.7;   88.00;   16.7;    0.9;   -1.9;eor
       1262;19991102;   10;   8.5;   1.8;   10;   3.6;   6;    4.800;   0;   6.3;  10.5;  968.10;   12.6;   77.00;   17.9;    3.0;    0.7;eor
       1262;19991103;   10;   9.8;   3.4;   10;   1.6;   6;    0.000;   0;   8.0;  10.3;  976.00;    8.7;   90.00;   14.5;    7.7;    8.9;eor
       1262;19991104;   10;   9.6;   3.8;   10;   0.0;   0;    0.200;   0;   7.7;   8.5;  969.50;    7.8;   80.00;   10.4;    6.2;    6.3;eor
       1262;19991105;   10;   5.0;   1.7;   10;   0.0;   6;    2.300;   0;   7.7;   9.7;  963.40;    8.2;   87.00;   11.2;    6.2;    6.8;eor
       1262;19991106;   10;  10.0;   2.8;   10;   1.8;   6;    0.000;   0;   6.3;   7.9;  960.30;    4.2;   92.00;    8.3;    2.5;    5.3;eor
       1262;19991107;   10;   7.5;   2.8;   10;   1.2;   6;    1.400;   0;   7.3;   7.1;  972.50;    5.6;   79.00;    7.1;    2.3;    0.5;eor
       1262;19991108;   10;  10.4;   4.4;   10;   2.3;   6;    0.000;   0;   8.0;   8.2;  974.40;    5.8;   87.00;    7.0;    5.0;    4.4;eor
       1262;19991109;   10;   8.1;   3.3;   10;  18.6;   6;    0.000;   0;   8.0;   8.0;  972.20;    5.0;   91.00;    5.6;    4.7;    4.2;eor
       1262;19991110;   10;   5.4;   1.3;   10;   8.7;   6;    0.000;   0;   8.0;   7.1;  969.10;    3.1;   92.00;    5.0;    2.7;    3.5;eor
       1262;19991111;   10;   9.9;   3.9;   10;   0.0;   0;    0.700;   0;   7.0;   6.5;  975.10;    3.7;   82.00;    5.3;    1.3;    0.0;eor
       1262;19991112;   10;   7.9;   2.7;   10;   0.0;   0;    0.000;   0;   8.0;   6.2;  974.80;    2.9;   83.00;    3.9;    2.0;    1.9;eor
       1262;19991113;   10;   6.2;   1.4;   10;   0.0;   6;    0.000;   0;   8.0;   6.3;  967.30;    2.0;   89.00;    2.8;    1.6;    2.0;eor
       1262;19991114;   10;   7.2;   3.0;   10;   2.3;   8;    0.000;   0;   8.0;   6.0;  960.50;    1.1;   91.00;    2.1;   -0.2;    0.1;eor
       1262;19991115;   10;   9.3;   3.8;   10;   0.0;   7;    0.000;   3;   5.3;   5.0;  966.70;   -0.8;   85.00;    1.8;   -1.7;   -1.0;eor
       1262;19991116;   10;   8.1;   2.4;   10;   0.0;   7;    0.700;   1;   5.7;   4.7;  961.60;   -1.4;   87.00;    0.2;   -5.0;   -8.6;eor
       1262;19991117;   10;   6.6;   2.3;   10;   1.1;   7;    0.100;   0;   7.3;   5.2;  959.20;    0.1;   87.00;    0.9;   -1.5;   -3.3;eor
       1262;19991118;   10;  12.1;   4.8;   10;   2.7;   7;    1.700;   2;   7.0;   4.7;  952.90;   -0.3;   77.00;    1.9;   -1.2;   -1.3;eor
       1262;19991119;   10;   5.9;   1.7;   10;   0.3;   7;    0.200;   4;   7.7;   4.7;  953.70;   -1.7;   86.00;   -0.3;   -2.5;   -3.2;eor
       1262;19991120;   10;   3.4;   1.2;   10;   0.0;   7;    2.600;   5;   6.0;   3.8;  961.10;   -5.6;   86.00;   -0.8;   -9.3;   -4.3;eor
       1262;19991121;   10;   6.2;   1.6;   10;   0.2;   7;    1.100;   4;   7.0;   3.8;  959.20;   -4.7;   90.00;   -3.7;   -9.1;  -12.1;eor
       1262;19991122;   10;  10.0;   3.8;   10;   6.1;   7;    1.000;   4;   7.3;   4.0;  961.70;   -2.8;   81.00;   -1.2;   -4.9;   -6.4;eor
       1262;19991123;   10;  11.8;   5.7;   10;   5.5;   8;    0.000;  12;   8.0;   5.4;  967.40;   -0.2;   91.00;    0.6;   -2.9;   -3.0;eor
       1262;19991124;   10;   7.7;   3.8;   10;   0.7;   8;    0.000;   9;   8.0;   6.2;  975.50;    1.4;   92.00;    2.7;    0.4;    0.1;eor
       1262;19991125;   10;   4.0;   1.3;   10;   0.0;   0;    3.500;   7;   6.0;   6.3;  979.60;    2.3;   85.00;    7.2;    0.6;    0.0;eor
       1262;19991126;   10;   3.2;   1.2;   10;   0.0;   0;    7.700;   4;   0.0;   4.1;  977.70;   -4.2;   86.00;    2.9;   -7.8;   -8.9;eor
       1262;19991127;   10;   4.1;   0.9;   10;   0.0;   6;    8.000;   4;   2.7;   4.6;  977.60;   -0.5;   80.00;    4.6;  -10.3;  -11.5;eor
       1262;19991128;   10;   3.8;   1.3;   10;   0.0;   0;    7.300;   4;   2.3;   4.3;  977.40;   -2.8;   82.00;    3.5;   -5.5;   -7.6;eor
       1262;19991129;   10;   4.1;   1.7;   10;   0.0;   0;    7.700;   3;   3.7;   3.9;  976.30;   -4.8;   89.00;   -0.4;   -9.9;  -11.7;eor
       1262;19991130;   10;   3.3;   0.9;   10;   0.0;   0;    8.000;   2;   2.0;   3.4;  976.50;   -6.5;   88.00;   -0.9;  -10.3;  -11.0;eor
       1262;19991201;   10;  14.0;   4.9;   10;   0.0;   6;    0.200;   0;   6.3;   5.4;  969.50;    4.6;   65.00;    7.9;   -7.2;   -9.8;eor
       1262;19991202;   10;  19.5;   6.5;   10;   2.5;   6;    3.400;   0;   7.7;   7.4;  970.00;    5.0;   83.00;    9.3;    4.0;    4.0;eor
       1262;19991203;   10;  21.8;   4.0;   10;   0.0;   6;    3.700;   0;   6.0;   6.2;  964.20;    7.1;   65.00;   10.3;    1.8;   -0.1;eor
       1262;19991204;   10;  17.7;   4.3;   10;  11.8;   8;    0.000;   0;   8.0;   6.8;  959.10;    2.4;   89.00;    8.6;   -0.1;    5.7;eor
       1262;19991205;   10;  12.1;   4.8;   10;   0.2;   7;    2.800;   7;   8.0;   5.5;  968.80;    0.4;   86.00;    1.8;   -0.1;   -0.9;eor
       1262;19991206;   10;   9.9;   3.3;   10;   0.0;   0;    3.700;   4;   4.3;   4.3;  974.40;    0.2;   73.00;    2.7;   -5.0;   -7.2;eor
       1262;19991207;   10;   8.5;   2.2;   10;   0.3;   6;    7.200;   4;   5.0;   5.2;  965.80;    2.8;   72.00;    5.9;   -2.0;   -4.4;eor
       1262;19991208;   10;  11.0;   4.1;   10;   0.0;   6;    5.200;   0;   4.0;   6.9;  964.30;    5.0;   76.00;    8.9;    1.9;    1.7;eor
       1262;19991209;   10;   5.0;   1.3;   10;   0.0;   6;    2.300;   0;   5.7;   6.4;  954.50;    3.5;   80.00;    8.4;    0.8;   -3.0;eor
       1262;19991210;   10;   6.3;   2.2;   10;   0.5;   6;    0.000;   0;   7.7;   7.2;  955.00;    4.2;   86.00;    6.1;   -0.5;   -2.5;eor
       1262;19991211;   10;   7.2;   2.2;   10;   2.1;   6;    4.700;   0;   5.3;   6.6;  954.60;    4.4;   80.00;    6.8;    0.0;   -2.9;eor
       1262;19991212;   10;  24.9;   6.2;   10;   1.0;   6;    0.000;   0;   7.3;   7.4;  946.00;    8.8;   63.00;   12.2;    5.2;    4.5;eor
       1262;19991213;   10;  18.0;   7.2;   10;   1.3;   8;    1.000;   0;   6.7;   5.8;  957.00;    3.2;   73.00;    7.6;    1.6;    2.2;eor
       1262;19991214;   10;  13.9;   3.9;   10;   5.2;   8;    0.000;   0;   7.7;   5.9;  946.30;    2.2;   82.00;    5.6;    0.1;   -2.6;eor
       1262;19991215;   10;   6.3;   1.9;   10;   0.0;   7;    4.000;   0;   4.7;   4.9;  952.90;   -0.8;   83.00;    2.3;   -2.2;   -2.7;eor
       1262;19991216;   10;   7.8;   2.5;   10;   0.0;   7;    0.800;   0;   6.0;   4.1;  968.00;   -2.6;   81.00;   -1.3;   -3.5;   -5.1;eor
       1262;19991217;   10;  12.7;   2.7;   10;   1.0;   8;    7.000;   0;   3.3;   3.2;  969.40;   -1.6;   65.00;    1.0;   -9.5;  -12.0;eor
       1262;19991218;   10;  18.2;   6.0;   10;  22.3;   8;    0.000;   0;   8.0;   7.5;  960.60;    4.8;   88.00;    5.5;    1.0;    0.3;eor
       1262;19991219;   10;  10.4;   2.7;   10;   3.9;   7;    0.000;   1;   8.0;   4.9;  959.10;   -2.6;   91.00;    5.5;   -4.7;   -0.1;eor
       1262;19991220;   10;   9.9;   3.9;   10;   0.2;   7;    0.900;   6;   7.3;   4.1;  969.20;   -3.0;   83.00;   -1.8;   -5.6;   -7.7;eor
       1262;19991221;   10;   5.3;   2.1;   10;   0.0;   7;    3.900;   8;   3.3;   3.8;  977.00;   -4.8;   83.00;   -0.6;   -9.7;   -3.2;eor
       1262;19991222;   10;   6.3;   1.8;   10;   0.0;   0;    4.300;   6;   0.7;   2.8;  978.80;   -8.8;   86.00;   -3.2;  -13.4;  -17.3;eor
       1262;19991223;   10;   4.7;   1.4;   10;   0.0;   6;    4.700;   6;   6.3;   3.0;  973.90;   -7.1;   87.00;   -4.6;  -14.3;  -20.5;eor
       1262;19991224;   10;   4.4;   1.9;   10;   0.0;   8;    5.500;   4;   5.7;   4.4;  967.60;   -2.5;   86.00;   -0.1;   -5.0;   -5.9;eor
       1262;19991225;   10;  19.5;   3.6;   10;  11.8;   6;    0.000;   4;   7.0;   5.4;  951.90;    1.3;   84.00;    4.1;   -4.8;   -6.1;eor
       1262;19991226;   10;  34.5;   6.7;   10;   5.1;   6;    0.300;   0;   7.3;   5.9;  940.90;    4.4;   70.00;   10.1;    1.6;    0.8;eor
       1262;19991227;   10;  18.0;   6.4;   10;   1.0;   8;    1.800;   0;   6.7;   5.6;  942.10;    2.2;   76.00;    5.1;    0.8;    1.2;eor
       1262;19991228;   10;  11.5;   4.8;   10;   3.7;   7;    0.000;   1;   8.0;   5.5;  940.10;    0.2;   89.00;    1.8;   -0.6;   -0.2;eor
       1262;19991229;   10;   7.7;   3.7;   10;   1.3;   7;    0.100;   4;   7.3;   5.6;  959.20;    0.0;   90.00;    1.2;   -0.4;   -1.3;eor
       1262;19991230;   10;  11.6;   4.7;   10;   0.0;   7;    1.300;   6;   5.3;   4.4;  971.20;   -2.2;   80.00;    0.9;   -4.4;   -2.7;eor
       1262;19991231;   10;   5.1;   1.3;   10;   0.2;   7;    0.000;   6;   7.7;   4.2;  970.60;   -2.2;   81.00;   -0.6;   -7.4;  -14.8;eor
       1262;20000101;   10;   9.3;   2.6;   10;   1.3;   8;    0.000;   6;   8.0;   5.7;  971.90;    1.0;   88.00;    2.4;   -2.0;   -3.1;eor
       1262;20000102;   10;   8.2;   2.7;   10;   0.0;   0;    5.000;   4;   6.3;   6.2;  977.40;    1.4;   88.00;    4.4;   -1.3;    0.8;eor
       1262;20000103;   10;   7.9;   2.3;   10;   0.0;   0;    0.000;   0;   8.0;   5.3;  975.60;   -0.1;   89.00;    0.5;   -2.3;   -1.7;eor
       1262;20000104;   10;  10.9;   2.3;   10;   0.3;   6;    3.800;   0;   6.3;   5.8;  970.40;    2.0;   81.00;    6.2;   -1.6;   -1.1;eor
       1262;20000105;   10;  13.1;   3.7;   10;   0.0;   0;    1.700;   0;   4.7;   7.1;  970.70;    3.9;   83.00;    7.5;    0.9;    0.1;eor
       1262;20000106;   10;   4.4;   1.2;   10;   0.0;   0;    0.000;   0;   8.0;   5.4;  970.00;   -1.0;   96.00;    1.5;   -3.3;   -4.8;eor
       1262;20000107;   10;   3.9;   0.9;   10;   0.0;   0;    0.600;   0;   4.7;   6.4;  972.00;    1.8;   92.00;    4.9;   -2.5;   -4.1;eor
       1262;20000108;   10;   4.4;   1.2;   10;   0.0;   0;    1.300;   0;   4.7;   5.9;  970.50;    1.0;   85.00;    6.9;   -1.4;   -2.9;eor
       1262;20000109;   10;   3.2;   1.5;   10;   0.7;   8;    0.000;   0;   7.7;   5.3;  971.00;   -0.8;   93.00;    0.2;   -5.6;   -6.9;eor
       1262;20000110;   10;   4.9;   2.1;   10;   0.0;   0;    0.000;   0;   8.0;   5.5;  979.30;   -0.8;   95.00;    0.0;   -1.8;   -1.3;eor
       1262;20000111;   10;   5.6;   2.2;   10;   0.0;   7;    0.000;   0;   7.3;   5.2;  983.30;   -0.1;   86.00;    1.0;   -1.3;   -1.4;eor
       1262;20000112;   10;   5.5;   2.3;   10;   0.0;   7;    0.000;   0;   8.0;   4.3;  977.80;   -3.1;   87.00;    0.0;   -3.8;   -2.2;eor
       1262;20000113;   10;   5.4;   2.1;   10;   0.0;   0;    2.500;   0;   5.3;   3.7;  969.30;   -4.7;   83.00;   -0.6;   -6.6;   -4.4;eor
       1262;20000114;   10;   5.4;   2.1;   10;   0.0;   0;    7.000;   0;   3.7;   3.5;  970.50;   -6.2;   88.00;   -2.6;   -8.2;   -9.8;eor
       1262;20000115;   10;   3.4;   1.0;   10;   0.0;   7;    0.000;   0;   8.0;   3.5;  976.90;   -6.1;   92.00;   -5.3;   -8.3;   -7.8;eor
       1262;20000116;   10;   5.4;   1.3;   10;   0.0;   0;    0.100;   0;   7.7;   4.2;  978.80;   -2.9;   85.00;   -1.6;   -5.5;   -5.0;eor
       1262;20000117;   10;  17.4;   8.0;   10;   8.7;   6;    0.000;   0;   8.0;   5.9;  969.90;    1.6;   87.00;    2.7;   -3.1;   -4.5;eor
       1262;20000118;   10;  20.8;  10.1;   10;   7.3;   8;    0.100;   0;   7.3;   6.6;  963.60;    2.3;   88.00;    4.5;    0.2;    1.6;eor
       1262;20000119;   10;  10.6;   5.3;   10;   0.0;   7;    7.800;   0;   2.3;   4.4;  973.70;   -0.4;   75.00;    1.7;   -2.1;   -3.4;eor
       1262;20000120;   10;  13.2;   4.7;   10;   0.0;   7;    0.300;   0;   5.7;   4.5;  974.30;   -0.7;   79.00;    0.9;   -4.2;   -6.1;eor
       1262;20000121;   10;  19.3;   9.4;   10;   5.1;   7;    0.000;   1;   8.0;   5.4;  967.50;    0.5;   85.00;    1.2;   -0.4;   -0.6;eor
       1262;20000122;   10;  10.2;   3.5;   10;   3.8;   7;    0.000;   6;   8.0;   5.7;  958.50;    0.4;   91.00;    1.1;   -1.5;   -1.6;eor
       1262;20000123;   10;   8.4;   3.9;   10;   1.7;   7;    0.000;   8;   6.0;   4.6;  958.90;   -3.8;   87.00;    0.8;   -7.4;   -0.4;eor
       1262;20000124;   10;   3.9;   1.3;   10;   0.0;   0;    7.800;  10;   1.3;   1.7;  969.20;  -14.2;   78.00;   -5.8;  -18.4;  -21.9;eor
       1262;20000125;   10;   2.3;   0.7;   10;   0.0;   0;    7.600;   9;   3.0;   1.3;  975.30;  -17.1;   77.00;   -8.7;  -21.8;  -25.8;eor
       1262;20000126;   10;   2.7;   0.9;   10;   0.0;   0;    8.100;   9;   0.7;   1.7;  979.00;  -13.9;   78.00;   -6.2;  -21.8;  -25.2;eor
       1262;20000127;   10;   4.6;   1.0;   10;   0.0;   0;    8.600;   9;   0.0;   2.4;  976.10;   -8.7;   77.00;   -1.1;  -18.2;  -22.0;eor
       1262;20000128;   10;   9.6;   2.7;   10;   0.0;   6;    6.900;   9;   4.3;   3.8;  968.60;   -2.5;   75.00;    3.4;  -15.9;  -20.3;eor
       1262;20000129;   10;  23.0;   9.5;   10;   0.5;   6;    0.000;   6;   7.3;   6.0;  957.00;    5.8;   66.00;    6.9;   -0.5;   -4.1;eor
       1262;20000130;   10;  21.7;  10.3;   10;  11.8;   6;    0.000;   0;   8.0;   8.7;  962.70;    7.6;   84.00;    8.3;    6.3;    4.7;eor
       1262;20000131;   10;  20.8;   9.1;   10;   0.0;   6;    0.700;   0;   7.0;   7.6;  972.40;    7.8;   70.00;   10.2;    6.9;    6.7;eor
       1262;20000201;   10;   6.6;   1.7;   10;   0.0;   0;    8.900;   0;   2.0;   7.1;  969.60;    6.0;   76.00;   13.2;   -0.3;   -3.2;eor
       1262;20000202;   10;  10.0;   3.7;   10;   2.2;   6;    2.800;   0;   5.7;   7.5;  965.90;    6.9;   75.00;   11.2;    1.6;   -1.1;eor
       1262;20000203;   10;  14.0;   6.6;   10;   0.7;   6;    1.400;   0;   6.3;   6.1;  979.20;    2.8;   80.00;    6.7;    1.5;   -0.3;eor
       1262;20000204;   10;   7.9;   2.5;   10;   6.3;   6;    8.400;   0;   4.0;   5.3;  982.70;    3.0;   70.00;    7.0;   -0.6;   -2.4;eor
       1262;20000205;   10;  10.6;   3.1;   10;   0.8;   6;    0.300;   0;   5.7;   7.6;  980.10;    5.5;   82.00;   10.4;    2.5;    1.0;eor
       1262;20000206;   10;   3.8;   1.0;   10;   0.0;   0;    6.000;   0;   4.7;   6.8;  972.10;    5.4;   77.00;   13.4;   -1.9;   -3.4;eor
       1262;20000207;   10;  14.1;   3.9;   10;   0.2;   6;    1.100;   0;   6.0;   7.0;  968.00;    6.4;   73.00;    9.7;    0.5;   -1.7;eor
       1262;20000208;   10;  19.9;   8.3;   10;   5.0;   6;    1.600;   0;   7.7;   9.0;  959.60;   10.0;   74.00;   11.7;    5.8;    4.2;eor
       1262;20000209;   10;  21.0;   9.0;   10;   0.4;   8;    3.200;   0;   6.0;   5.5;  969.10;    4.1;   65.00;   10.9;    0.8;    3.8;eor
       1262;20000210;   10;  12.5;   3.7;   10;   2.9;   6;    8.400;   0;   3.3;   5.4;  971.50;    3.2;   68.00;    9.2;    0.5;    1.5;eor
       1262;20000211;   10;   8.2;   2.7;   10;   1.7;   6;    0.000;   0;   6.7;   6.2;  974.30;    1.6;   84.00;    5.3;   -0.6;   -3.7;eor
       1262;20000212;   10;  11.2;   2.4;   10;   0.0;   8;    0.000;   0;   5.3;   5.8;  972.20;    1.0;   87.00;    2.5;   -1.0;   -3.4;eor
       1262;20000213;   10;  17.2;   6.4;   10;   3.1;   6;    0.200;   0;   7.3;   6.6;  967.70;    3.6;   81.00;    6.5;   -0.2;   -2.1;eor
       1262;20000214;   10;   9.2;   3.3;   10;   3.8;   6;    6.200;   0;   5.0;   5.2;  970.40;    2.4;   72.00;    5.8;    0.2;   -1.2;eor
       1262;20000215;   10;  13.3;   4.5;   10;   2.3;   6;    0.200;   0;   7.3;   8.0;  964.10;    6.6;   83.00;    8.1;    1.3;   -1.3;eor
       1262;20000216;   10;  21.4;   4.8;   10;   1.6;   8;    0.800;   0;   7.0;   6.4;  952.90;    3.6;   77.00;    6.7;    1.4;    3.1;eor
       1262;20000217;   10;  13.2;   6.0;   10;   0.8;   7;    1.300;   0;   7.0;   4.8;  955.70;   -0.2;   80.00;    2.3;   -1.6;   -3.3;eor
       1262;20000218;   10;  10.2;   3.3;   10;   4.8;   8;    0.400;   2;   7.0;   5.2;  956.90;    2.2;   75.00;    4.3;   -1.2;   -2.7;eor
       1262;20000219;   10;  13.9;   5.1;   10;   2.9;   8;    0.500;   0;   7.3;   6.8;  955.70;    3.6;   84.00;    5.5;    2.5;    2.0;eor
       1262;20000220;   10;   9.6;   4.8;   10;   6.2;   8;    0.000;   0;   8.0;   5.8;  968.50;    0.8;   88.00;    3.0;   -0.4;   -0.2;eor
       1262;20000221;   10;   8.6;   2.6;   10;   0.5;   7;    3.800;   3;   5.7;   4.3;  975.90;   -2.9;   84.00;    0.8;   -4.5;   -7.0;eor
       1262;20000222;   10;   3.3;   1.1;   10;   0.0;   7;    4.900;   3;   6.3;   4.5;  972.80;   -0.6;   78.00;    2.8;   -6.8;   -9.2;eor
       1262;20000223;   10;   6.4;   2.4;   10;   0.0;   7;    3.300;   0;   7.3;   5.2;  973.60;    2.2;   73.00;    5.0;   -0.6;   -1.5;eor
       1262;20000224;   10;  12.7;   3.8;   10;   6.3;   6;    0.100;   0;   7.7;   6.0;  974.10;    4.6;   70.00;    7.6;    0.8;    0.1;eor
       1262;20000225;   10;  19.5;   6.3;   10;   2.5;   6;    0.000;   0;   7.3;   8.0;  972.20;    6.0;   82.00;    9.9;    4.1;    4.1;eor
       1262;20000226;   10;   5.2;   1.3;   10;   0.0;   0;    8.400;   0;   4.3;   5.6;  978.40;    2.1;   80.00;    7.1;   -1.8;   -4.4;eor
       1262;20000227;   10;   6.5;   2.0;   10;   0.0;   0;    9.500;   0;   0.7;   6.4;  976.20;    4.1;   78.00;   11.9;   -2.1;   -4.4;eor
       1262;20000228;   10;   5.9;   1.8;   10;   0.5;   6;   10.100;   0;   1.3;   5.7;  968.70;    8.3;   59.00;   18.7;   -2.5;   -5.4;eor
       1262;20000229;   10;   6.6;   1.8;   10;   1.6;   6;    1.200;   0;   7.7;   8.0;  964.00;    7.5;   77.00;   10.9;    5.2;    1.8;eor
       1262;20000301;   10;  15.1;   4.6;   10;   2.0;   8;    0.300;   0;   7.7;   6.9;  953.60;    5.1;   75.00;    8.8;    2.9;    4.3;eor
       1262;20000302;   10;  15.4;   6.0;   10;   0.7;   8;    4.200;   0;   5.7;   5.3;  969.30;    2.0;   73.00;    5.0;    0.6;    0.6;eor
       1262;20000303;   10;  20.2;   7.8;   10;   3.3;   8;    5.400;   0;   7.3;   5.5;  960.40;    6.9;   56.00;    9.8;    0.1;   -1.4;eor
       1262;20000304;   10;  19.0;   7.9;   10;   0.7;   8;    2.500;   0;   7.7;   5.3;  966.30;    1.4;   77.00;    7.4;    0.0;    0.0;eor
       1262;20000305;   10;  17.1;   7.0;   10;   0.0;   7;    3.100;   0;   6.0;   4.0;  978.90;    0.3;   65.00;    2.5;   -2.2;   -3.1;eor
       1262;20000306;   10;   5.8;   1.6;   10;   0.0;   0;   10.500;   0;   2.3;   4.1;  977.00;    1.2;   64.00;    8.6;   -4.6;   -7.5;eor
       1262;20000307;   10;  10.5;   3.7;   10;   0.8;   6;   10.200;   0;   2.0;   5.0;  973.40;    6.0;   58.00;   11.5;   -2.8;   -5.5;eor
       1262;20000308;   10;  18.6;   8.9;   10;   0.0;   6;    0.000;   0;   8.0;   7.8;  971.70;    8.7;   69.00;   10.4;    5.6;    3.4;eor
       1262;20000309;   10;  24.4;  11.0;   10;   3.8;   6;    1.000;   0;   8.0;   8.6;  968.40;   11.2;   63.00;   13.9;    8.6;    7.7;eor
       1262;20000310;   10;  16.8;   6.3;   10;   1.4;   6;    0.300;   0;   7.3;   8.1;  971.80;    7.4;   79.00;   10.6;    6.2;    6.3;eor
       1262;20000311;   10;  18.1;   8.0;   10;   0.0;   6;    0.100;   0;   7.0;   8.1;  964.60;    9.0;   68.00;   12.7;    6.9;    5.9;eor
       1262;20000312;   10;  12.3;   2.6;   10;   0.0;   0;    3.800;   0;   5.0;   6.1;  972.10;    4.2;   72.00;    9.4;    1.5;    0.9;eor
       1262;20000313;   10;   5.4;   1.1;   10;   0.0;   6;    6.300;   0;   6.7;   6.0;  972.30;    3.6;   76.00;   10.2;   -1.3;   -4.8;eor
